machine,day,failure
M-832,Day-20,0
M-833,Day-01,0
M-833,Day-02,0
M-833,Day-03,0
M-833,Day-04,0
M-833,Day-05,0
M-833,Day-06,0
M-833,Day-07,7
M-833,Day-08,40
M-833,Day-09,42
M-833,Day-10,7
M-833,Day-11,0
M-833,Day-12,0
M-833,Day-13,0
M-833,Day-14,0
M-833,Day-15,0
M-833,Day-16,0
M-833,Day-17,0
M-833,Day-18,0
M-833,Day-19,0
M-833,Day-20,0
M-834,Day-01,0
M-834,Day-02,0
M-834,Day-03,0
M-834,Day-04,0
M-834,Day-05,0
M-834,Day-06,0
M-834,Day-07,7
M-834,Day-08,39
M-834,Day-09,42
M-834,Day-10,9
M-834,Day-11,0
M-834,Day-12,0
M-834,Day-13,0
M-834,Day-14,0
M-834,Day-15,0
M-834,Day-16,0
M-834,Day-17,0
M-834,Day-18,0
M-834,Day-19,0
M-834,Day-20,0
M-835,Day-01,0
M-835,Day-02,0
M-835,Day-03,0
M-835,Day-04,0
M-835,Day-05,0
M-835,Day-06,0
M-835,Day-07,1
M-835,Day-08,7
M-835,Day-09,16
M-835,Day-10,25
M-835,Day-11,23
M-835,Day-12,16
M-835,Day-13,5
M-835,Day-14,2
M-835,Day-15,0
M-835,Day-16,0
M-835,Day-17,0
M-835,Day-18,0
M-835,Day-19,0
M-835,Day-20,0
M-836,Day-01,0
M-836,Day-02,1
M-836,Day-03,13
M-836,Day-04,32
M-836,Day-05,36
M-836,Day-06,13
M-836,Day-07,2
M-836,Day-08,0
M-836,Day-09,0
M-836,Day-10,0
M-836,Day-11,0
M-836,Day-12,0
M-836,Day-13,0
M-836,Day-14,0
M-836,Day-15,0
M-836,Day-16,0
M-836,Day-17,0
M-836,Day-18,0
M-836,Day-19,0
M-836,Day-20,0
M-837,Day-01,0
M-837,Day-02,0
M-837,Day-03,0
M-837,Day-04,0
M-837,Day-05,0
M-837,Day-06,0
M-837,Day-07,0
M-837,Day-08,0
M-837,Day-09,0
M-837,Day-10,0
M-837,Day-11,0
M-837,Day-12,0
M-837,Day-13,0
M-837,Day-14,1
M-837,Day-15,13
M-837,Day-16,33
M-837,Day-17,33
M-837,Day-18,16
M-837,Day-19,1
M-837,Day-20,0
M-838,Day-01,0
M-838,Day-02,1
M-838,Day-03,6
M-838,Day-04,17
M-838,Day-05,27
M-838,Day-06,22
M-838,Day-07,16
M-838,Day-08,5
M-838,Day-09,1
M-838,Day-10,0
M-838,Day-11,0
M-838,Day-12,0
M-838,Day-13,0
M-838,Day-14,0
M-838,Day-15,0
M-838,Day-16,0
M-838,Day-17,0
M-838,Day-18,0
M-838,Day-19,0
M-838,Day-20,0
M-839,Day-01,0
M-839,Day-02,0
M-839,Day-03,0
M-839,Day-04,0
M-839,Day-05,0
M-839,Day-06,4
M-839,Day-07,14
M-839,Day-08,28
M-839,Day-09,29
M-839,Day-10,17
M-839,Day-11,5
M-839,Day-12,0
M-839,Day-13,0
M-839,Day-14,0
M-839,Day-15,0
M-839,Day-16,0
M-839,Day-17,0
M-839,Day-18,0
M-839,Day-19,0
M-839,Day-20,0
M-840,Day-01,0
M-840,Day-02,0
M-840,Day-03,2
M-840,Day-04,13
M-840,Day-05,34
M-840,Day-06,33
M-840,Day-07,14
M-840,Day-08,2
M-840,Day-09,0
M-840,Day-10,0
M-840,Day-11,0
M-840,Day-12,0
M-840,Day-13,0
M-840,Day-14,0
M-840,Day-15,0
M-840,Day-16,0
M-840,Day-17,0
M-840,Day-18,0
M-840,Day-19,0
M-840,Day-20,0
M-841,Day-01,0
M-841,Day-02,1
M-841,Day-03,14
M-841,Day-04,34
M-841,Day-05,34
M-841,Day-06,12
M-841,Day-07,2
M-841,Day-08,0
M-841,Day-09,0
M-841,Day-10,0
M-841,Day-11,0
M-841,Day-12,0
M-841,Day-13,0
M-841,Day-14,0
M-841,Day-15,0
M-841,Day-16,0
M-841,Day-17,0
M-841,Day-18,0
M-841,Day-19,0
M-841,Day-20,0
M-842,Day-01,0
M-842,Day-02,0
M-842,Day-03,0
M-842,Day-04,0
M-842,Day-05,0
M-842,Day-06,0
M-842,Day-07,5
M-842,Day-08,15
M-842,Day-09,31
M-842,Day-10,28
M-842,Day-11,12
M-842,Day-12,5
M-842,Day-13,0
M-842,Day-14,0
M-842,Day-15,0
M-842,Day-16,0
M-842,Day-17,0
M-842,Day-18,0
M-842,Day-19,0
M-842,Day-20,0
M-843,Day-01,0
M-843,Day-02,4
M-843,Day-03,15
M-843,Day-04,28
M-843,Day-05,31
M-843,Day-06,14
M-843,Day-07,4
M-843,Day-08,0
M-843,Day-09,0
M-843,Day-10,0
M-843,Day-11,0
M-843,Day-12,0
M-843,Day-13,0
M-843,Day-14,0
M-843,Day-15,0
M-843,Day-16,0
M-843,Day-17,0
M-843,Day-18,0
M-843,Day-19,0
M-843,Day-20,0
M-844,Day-01,0
M-844,Day-02,0
M-844,Day-03,0
M-844,Day-04,0
M-844,Day-05,0
M-844,Day-06,0
M-844,Day-07,2
M-844,Day-08,12
M-844,Day-09,36
M-844,Day-10,32
M-844,Day-11,13
M-844,Day-12,2
M-844,Day-13,0
M-844,Day-14,0
M-844,Day-15,0
M-844,Day-16,0
M-844,Day-17,0
M-844,Day-18,0
M-844,Day-19,0
M-844,Day-20,0
M-845,Day-01,0
M-845,Day-02,0
M-845,Day-03,0
M-845,Day-04,0
M-845,Day-05,2
M-845,Day-06,13
M-845,Day-07,35
M-845,Day-08,35
M-845,Day-09,12
M-845,Day-10,2
M-845,Day-11,0
M-845,Day-12,0
M-845,Day-13,0
M-845,Day-14,0
M-845,Day-15,0
M-845,Day-16,0
M-845,Day-17,0
M-845,Day-18,0
M-845,Day-19,0
M-845,Day-20,0
M-846,Day-01,0
M-846,Day-02,0
M-846,Day-03,0
M-846,Day-04,0
M-846,Day-05,0
M-846,Day-06,0
M-846,Day-07,0
M-846,Day-08,0
M-846,Day-09,0
M-846,Day-10,8
M-846,Day-11,41
M-846,Day-12,40
M-846,Day-13,8
M-846,Day-14,0
M-846,Day-15,0
M-846,Day-16,0
M-846,Day-17,0
M-846,Day-18,0
M-846,Day-19,0
M-846,Day-20,0
M-847,Day-01,0
M-847,Day-02,0
M-847,Day-03,4
M-847,Day-04,16
M-847,Day-05,31
M-847,Day-06,28
M-847,Day-07,12
M-847,Day-08,5
M-847,Day-09,1
M-847,Day-10,0
M-847,Day-11,0
M-847,Day-12,0
M-847,Day-13,0
M-847,Day-14,0
M-847,Day-15,0
M-847,Day-16,0
M-847,Day-17,0
M-847,Day-18,0
M-847,Day-19,0
M-847,Day-20,0
M-848,Day-01,0
M-848,Day-02,0
M-848,Day-03,0
M-848,Day-04,0
M-848,Day-05,0
M-848,Day-06,0
M-848,Day-07,0
M-848,Day-08,0
M-848,Day-09,2
M-848,Day-10,5
M-848,Day-11,14
M-848,Day-12,26
M-848,Day-13,25
M-848,Day-14,16
M-848,Day-15,6
M-848,Day-16,2
M-848,Day-17,0
M-848,Day-18,0
M-848,Day-19,0
M-848,Day-20,0
M-849,Day-01,0
M-849,Day-02,0
M-849,Day-03,1
M-849,Day-04,15
M-849,Day-05,34
M-849,Day-06,34
M-849,Day-07,11
M-849,Day-08,2
M-849,Day-09,0
M-849,Day-10,0
M-849,Day-11,0
M-849,Day-12,0
M-849,Day-13,0
M-849,Day-14,0
M-849,Day-15,0
M-849,Day-16,0
M-849,Day-17,0
M-849,Day-18,0
M-849,Day-19,0
M-849,Day-20,0
M-850,Day-01,0
M-850,Day-02,0
M-850,Day-03,0
M-850,Day-04,1
M-850,Day-05,4
M-850,Day-06,16
M-850,Day-07,27
M-850,Day-08,27
M-850,Day-09,18
M-850,Day-10,3
M-850,Day-11,0
M-850,Day-12,0
M-850,Day-13,0
M-850,Day-14,0
M-850,Day-15,0
M-850,Day-16,0
M-850,Day-17,0
M-850,Day-18,0
M-850,Day-19,0
M-850,Day-20,0
M-851,Day-01,0
M-851,Day-02,0
M-851,Day-03,0
M-851,Day-04,0
M-851,Day-05,0
M-851,Day-06,0
M-851,Day-07,0
M-851,Day-08,0
M-851,Day-09,0
M-851,Day-10,0
M-851,Day-11,0
M-851,Day-12,0
M-851,Day-13,0
M-851,Day-14,1
M-851,Day-15,6
M-851,Day-16,15
M-851,Day-17,23
M-851,Day-18,29
M-851,Day-19,15
M-851,Day-20,6
M-852,Day-01,0
M-852,Day-02,0
M-852,Day-03,0
M-852,Day-04,0
M-852,Day-05,0
M-852,Day-06,0
M-852,Day-07,0
M-852,Day-08,0
M-852,Day-09,0
M-852,Day-10,5
M-852,Day-11,16
M-852,Day-12,27
M-852,Day-13,28
M-852,Day-14,16
M-852,Day-15,4
M-852,Day-16,0
M-852,Day-17,0
M-852,Day-18,0
M-852,Day-19,0
M-852,Day-20,0
M-853,Day-01,0
M-853,Day-02,0
M-853,Day-03,0
M-853,Day-04,0
M-853,Day-05,0
M-853,Day-06,0
M-853,Day-07,0
M-853,Day-08,0
M-853,Day-09,0
M-853,Day-10,0
M-853,Day-11,0
M-853,Day-12,0
M-853,Day-13,8
M-853,Day-14,39
M-853,Day-15,44
M-853,Day-16,7
M-853,Day-17,0
M-853,Day-18,0
M-853,Day-19,0
M-853,Day-20,0
M-854,Day-01,0
M-854,Day-02,0
M-854,Day-03,0
M-854,Day-04,0
M-854,Day-05,0
M-854,Day-06,0
M-854,Day-07,0
M-854,Day-08,0
M-854,Day-09,0
M-854,Day-10,0
M-854,Day-11,4
M-854,Day-12,17
M-854,Day-13,27
M-854,Day-14,28
M-854,Day-15,16
M-854,Day-16,4
M-854,Day-17,0
M-854,Day-18,0
M-854,Day-19,0
M-854,Day-20,0
M-855,Day-01,0
M-855,Day-02,0
M-855,Day-03,0
M-855,Day-04,0
M-855,Day-05,4
M-855,Day-06,13
M-855,Day-07,30
M-855,Day-08,30
M-855,Day-09,15
M-855,Day-10,4
M-855,Day-11,0
M-855,Day-12,0
M-855,Day-13,0
M-855,Day-14,0
M-855,Day-15,0
M-855,Day-16,0
M-855,Day-17,0
M-855,Day-18,0
M-855,Day-19,0
M-855,Day-20,0
M-856,Day-01,0
M-856,Day-02,2
M-856,Day-03,48
M-856,Day-04,47
M-856,Day-05,1
M-856,Day-06,0
M-856,Day-07,0
M-856,Day-08,0
M-856,Day-09,0
M-856,Day-10,0
M-856,Day-11,0
M-856,Day-12,0
M-856,Day-13,0
M-856,Day-14,0
M-856,Day-15,0
M-856,Day-16,0
M-856,Day-17,0
M-856,Day-18,0
M-856,Day-19,0
M-856,Day-20,0
M-857,Day-01,0
M-857,Day-02,0
M-857,Day-03,0
M-857,Day-04,0
M-857,Day-05,0
M-857,Day-06,2
M-857,Day-07,49
M-857,Day-08,46
M-857,Day-09,1
M-857,Day-10,0
M-857,Day-11,0
M-857,Day-12,0
M-857,Day-13,0
M-857,Day-14,0
M-857,Day-15,0
M-857,Day-16,0
M-857,Day-17,0
M-857,Day-18,0
M-857,Day-19,0
M-857,Day-20,0
M-858,Day-01,0
M-858,Day-02,0
M-858,Day-03,0
M-858,Day-04,0
M-858,Day-05,0
M-858,Day-06,0
M-858,Day-07,0
M-858,Day-08,0
M-858,Day-09,2
M-858,Day-10,45
M-858,Day-11,49
M-858,Day-12,2
M-858,Day-13,0
M-858,Day-14,0
M-858,Day-15,0
M-858,Day-16,0
M-858,Day-17,0
M-858,Day-18,0
M-858,Day-19,0
M-858,Day-20,0
M-859,Day-01,0
M-859,Day-02,0
M-859,Day-03,4
M-859,Day-04,16
M-859,Day-05,29
M-859,Day-06,27
M-859,Day-07,15
M-859,Day-08,3
M-859,Day-09,0
M-859,Day-10,0
M-859,Day-11,0
M-859,Day-12,0
M-859,Day-13,0
M-859,Day-14,0
M-859,Day-15,0
M-859,Day-16,0
M-859,Day-17,0
M-859,Day-18,0
M-859,Day-19,0
M-859,Day-20,0
M-860,Day-01,6
M-860,Day-02,15
M-860,Day-03,29
M-860,Day-04,27
M-860,Day-05,16
M-860,Day-06,4
M-860,Day-07,0
M-860,Day-08,0
M-860,Day-09,0
M-860,Day-10,0
M-860,Day-11,0
M-860,Day-12,0
M-860,Day-13,0
M-860,Day-14,0
M-860,Day-15,0
M-860,Day-16,0
M-860,Day-17,0
M-860,Day-18,0
M-860,Day-19,0
M-860,Day-20,0
M-861,Day-01,0
M-861,Day-02,0
M-861,Day-03,0
M-861,Day-04,0
M-861,Day-05,1
M-861,Day-06,4
M-861,Day-07,15
M-861,Day-08,28
M-861,Day-09,27
M-861,Day-10,14
M-861,Day-11,5
M-861,Day-12,1
M-861,Day-13,0
M-861,Day-14,0
M-861,Day-15,0
M-861,Day-16,0
M-861,Day-17,0
M-861,Day-18,0
M-861,Day-19,0
M-861,Day-20,0
M-862,Day-01,0
M-862,Day-02,2
M-862,Day-03,46
M-862,Day-04,48
M-862,Day-05,2
M-862,Day-06,0
M-862,Day-07,0
M-862,Day-08,0
M-862,Day-09,0
M-862,Day-10,0
M-862,Day-11,0
M-862,Day-12,0
M-862,Day-13,0
M-862,Day-14,0
M-862,Day-15,0
M-862,Day-16,0
M-862,Day-17,0
M-862,Day-18,0
M-862,Day-19,0
M-862,Day-20,0
M-863,Day-01,0
M-863,Day-02,0
M-863,Day-03,0
M-863,Day-04,0
M-863,Day-05,0
M-863,Day-06,9
M-863,Day-07,39
M-863,Day-08,40
M-863,Day-09,9
M-863,Day-10,0
M-863,Day-11,0
M-863,Day-12,0
M-863,Day-13,0
M-863,Day-14,0
M-863,Day-15,0
M-863,Day-16,0
M-863,Day-17,0
M-863,Day-18,0
M-863,Day-19,0
M-863,Day-20,0
M-864,Day-01,0
M-864,Day-02,0
M-864,Day-03,0
M-864,Day-04,0
M-864,Day-05,0
M-864,Day-06,0
M-864,Day-07,0
M-864,Day-08,0
M-864,Day-09,0
M-864,Day-10,1
M-864,Day-11,47
M-864,Day-12,47
M-864,Day-13,2
M-864,Day-14,0
M-864,Day-15,0
M-864,Day-16,0
M-864,Day-17,0
M-864,Day-18,0
M-864,Day-19,0
M-864,Day-20,0
M-865,Day-01,0
M-865,Day-02,0
M-865,Day-03,0
M-865,Day-04,0
M-865,Day-05,0
M-865,Day-06,0
M-865,Day-07,0
M-865,Day-08,0
M-865,Day-09,0
M-865,Day-10,0
M-865,Day-11,0
M-865,Day-12,0
M-865,Day-13,0
M-865,Day-14,0
M-865,Day-15,0
M-865,Day-16,0
M-865,Day-17,2
M-865,Day-18,14
M-865,Day-19,36
M-865,Day-20,31
M-866,Day-01,0
M-866,Day-02,0
M-866,Day-03,0
M-866,Day-04,0
M-866,Day-05,0
M-866,Day-06,0
M-866,Day-07,0
M-866,Day-08,0
M-866,Day-09,0
M-866,Day-10,0
M-866,Day-11,0
M-866,Day-12,0
M-866,Day-13,0
M-866,Day-14,2
M-866,Day-15,14
M-866,Day-16,36
M-866,Day-17,32
M-866,Day-18,13
M-866,Day-19,1
M-866,Day-20,0
M-867,Day-01,0
M-867,Day-02,0
M-867,Day-03,0
M-867,Day-04,0
M-867,Day-05,1
M-867,Day-06,12
M-867,Day-07,33
M-867,Day-08,35
M-867,Day-09,14
M-867,Day-10,1
M-867,Day-11,0
M-867,Day-12,0
M-867,Day-13,0
M-867,Day-14,0
M-867,Day-15,0
M-867,Day-16,0
M-867,Day-17,0
M-867,Day-18,0
M-867,Day-19,0
M-867,Day-20,0
M-868,Day-01,0
M-868,Day-02,0
M-868,Day-03,0
M-868,Day-04,0
M-868,Day-05,10
M-868,Day-06,40
M-868,Day-07,40
M-868,Day-08,7
M-868,Day-09,0
M-868,Day-10,0
M-868,Day-11,0
M-868,Day-12,0
M-868,Day-13,0
M-868,Day-14,0
M-868,Day-15,0
M-868,Day-16,0
M-868,Day-17,0
M-868,Day-18,0
M-868,Day-19,0
M-868,Day-20,0
M-869,Day-01,0
M-869,Day-02,0
M-869,Day-03,0
M-869,Day-04,0
M-869,Day-05,2
M-869,Day-06,13
M-869,Day-07,33
M-869,Day-08,34
M-869,Day-09,12
M-869,Day-10,2
M-869,Day-11,0
M-869,Day-12,0
M-869,Day-13,0
M-869,Day-14,0
M-869,Day-15,0
M-869,Day-16,0
M-869,Day-17,0
M-869,Day-18,0
M-869,Day-19,0
M-869,Day-20,0
M-870,Day-01,0
M-870,Day-02,0
M-870,Day-03,0
M-870,Day-04,0
M-870,Day-05,0
M-870,Day-06,0
M-870,Day-07,0
M-870,Day-08,0
M-870,Day-09,0
M-870,Day-10,0
M-870,Day-11,0
M-870,Day-12,0
M-870,Day-13,0
M-870,Day-14,0
M-870,Day-15,1
M-870,Day-16,13
M-870,Day-17,34
M-870,Day-18,35
M-870,Day-19,12
M-870,Day-20,2
M-871,Day-01,0
M-871,Day-02,0
M-871,Day-03,0
M-871,Day-04,0
M-871,Day-05,0
M-871,Day-06,0
M-871,Day-07,0
M-871,Day-08,0
M-871,Day-09,0
M-871,Day-10,0
M-871,Day-11,0
M-871,Day-12,0
M-871,Day-13,0
M-871,Day-14,7
M-871,Day-15,41
M-871,Day-16,42
M-871,Day-17,7
M-871,Day-18,0
M-871,Day-19,0
M-871,Day-20,0
M-872,Day-01,0
M-872,Day-02,0
M-872,Day-03,0
M-872,Day-04,0
M-872,Day-05,0
M-872,Day-06,0
M-872,Day-07,8
M-872,Day-08,40
M-872,Day-09,41
M-872,Day-10,9
M-872,Day-11,0
M-872,Day-12,0
M-872,Day-13,0
M-872,Day-14,0
M-872,Day-15,0
M-872,Day-16,0
M-872,Day-17,0
M-872,Day-18,0
M-872,Day-19,0
M-872,Day-20,0
M-873,Day-01,0
M-873,Day-02,0
M-873,Day-03,0
M-873,Day-04,0
M-873,Day-05,0
M-873,Day-06,0
M-873,Day-07,0
M-873,Day-08,0
M-873,Day-09,0
M-873,Day-10,0
M-873,Day-11,0
M-873,Day-12,0
M-873,Day-13,0
M-873,Day-14,0
M-873,Day-15,0
M-873,Day-16,1
M-873,Day-17,6
M-873,Day-18,15
M-873,Day-19,25
M-873,Day-20,24
M-874,Day-01,0
M-874,Day-02,0
M-874,Day-03,0
M-874,Day-04,0
M-874,Day-05,0
M-874,Day-06,0
M-874,Day-07,0
M-874,Day-08,0
M-874,Day-09,0
M-874,Day-10,0
M-874,Day-11,0
M-874,Day-12,2
M-874,Day-13,13
M-874,Day-14,33
M-874,Day-15,35
M-874,Day-16,13
M-874,Day-17,2
M-874,Day-18,0
M-874,Day-19,0
M-874,Day-20,0
M-875,Day-01,0
M-875,Day-02,0
M-875,Day-03,0
M-875,Day-04,0
M-875,Day-05,0
M-875,Day-06,0
M-875,Day-07,0
M-875,Day-08,0
M-875,Day-09,0
M-875,Day-10,0
M-875,Day-11,0
M-875,Day-12,3
M-875,Day-13,12
M-875,Day-14,33
M-875,Day-15,35
M-875,Day-16,13
M-875,Day-17,2
M-875,Day-18,0
M-875,Day-19,0
M-875,Day-20,0
M-876,Day-01,0
M-876,Day-02,0
M-876,Day-03,0
M-876,Day-04,0
M-876,Day-05,0
M-876,Day-06,0
M-876,Day-07,0
M-876,Day-08,0
M-876,Day-09,1
M-876,Day-10,48
M-876,Day-11,48
M-876,Day-12,1
M-876,Day-13,0
M-876,Day-14,0
M-876,Day-15,0
M-876,Day-16,0
M-876,Day-17,0
M-876,Day-18,0
M-876,Day-19,0
M-876,Day-20,0
M-877,Day-01,0
M-877,Day-02,0
M-877,Day-03,8
M-877,Day-04,43
M-877,Day-05,37
M-877,Day-06,10
M-877,Day-07,0
M-877,Day-08,0
M-877,Day-09,0
M-877,Day-10,0
M-877,Day-11,0
M-877,Day-12,0
M-877,Day-13,0
M-877,Day-14,0
M-877,Day-15,0
M-877,Day-16,0
M-877,Day-17,0
M-877,Day-18,0
M-877,Day-19,0
M-877,Day-20,0
M-878,Day-01,0
M-878,Day-02,0
M-878,Day-03,0
M-878,Day-04,0
M-878,Day-05,0
M-878,Day-06,0
M-878,Day-07,0
M-878,Day-08,0
M-878,Day-09,0
M-878,Day-10,1
M-878,Day-11,13
M-878,Day-12,35
M-878,Day-13,34
M-878,Day-14,13
M-878,Day-15,1
M-878,Day-16,0
M-878,Day-17,0
M-878,Day-18,0
M-878,Day-19,0
M-878,Day-20,0
M-879,Day-01,0
M-879,Day-02,5
M-879,Day-03,15
M-879,Day-04,29
M-879,Day-05,28
M-879,Day-06,16
M-879,Day-07,4
M-879,Day-08,0
M-879,Day-09,0
M-879,Day-10,0
M-879,Day-11,0
M-879,Day-12,0
M-879,Day-13,0
M-879,Day-14,0
M-879,Day-15,0
M-879,Day-16,0
M-879,Day-17,0
M-879,Day-18,0
M-879,Day-19,0
M-879,Day-20,0
M-880,Day-01,0
M-880,Day-02,0
M-880,Day-03,0
M-880,Day-04,0
M-880,Day-05,0
M-880,Day-06,0
M-880,Day-07,4
M-880,Day-08,16
M-880,Day-09,28
M-880,Day-10,28
M-880,Day-11,16
M-880,Day-12,4
M-880,Day-13,1
M-880,Day-14,0
M-880,Day-15,0
M-880,Day-16,0
M-880,Day-17,0
M-880,Day-18,0
M-880,Day-19,0
M-880,Day-20,0
M-881,Day-01,0
M-881,Day-02,0
M-881,Day-03,0
M-881,Day-04,0
M-881,Day-05,0
M-881,Day-06,0
M-881,Day-07,0
M-881,Day-08,3
M-881,Day-09,14
M-881,Day-10,33
M-881,Day-11,32
M-881,Day-12,13
M-881,Day-13,2
M-881,Day-14,0
M-881,Day-15,0
M-881,Day-16,0
M-881,Day-17,0
M-881,Day-18,0
M-881,Day-19,0
M-881,Day-20,0
M-882,Day-01,0
M-882,Day-02,0
M-882,Day-03,0
M-882,Day-04,0
M-882,Day-05,0
M-882,Day-06,0
M-882,Day-07,0
M-882,Day-08,0
M-882,Day-09,0
M-882,Day-10,0
M-882,Day-11,0
M-882,Day-12,2
M-882,Day-13,46
M-882,Day-14,49
M-882,Day-15,2
M-882,Day-16,0
M-882,Day-17,0
M-882,Day-18,0
M-882,Day-19,0
M-882,Day-20,0
M-883,Day-01,0
M-883,Day-02,0
M-883,Day-03,0
M-883,Day-04,0
M-883,Day-05,0
M-883,Day-06,0
M-883,Day-07,0
M-883,Day-08,4
M-883,Day-09,15
M-883,Day-10,31
M-883,Day-11,27
M-883,Day-12,15
M-883,Day-13,4
M-883,Day-14,0
M-883,Day-15,0
M-883,Day-16,0
M-883,Day-17,0
M-883,Day-18,0
M-883,Day-19,0
M-883,Day-20,0
M-884,Day-01,0
M-884,Day-02,0
M-884,Day-03,0
M-884,Day-04,0
M-884,Day-05,0
M-884,Day-06,0
M-884,Day-07,4
M-884,Day-08,14
M-884,Day-09,29
M-884,Day-10,28
M-884,Day-11,16
M-884,Day-12,4
M-884,Day-13,1
M-884,Day-14,0
M-884,Day-15,0
M-884,Day-16,0
M-884,Day-17,0
M-884,Day-18,0
M-884,Day-19,0
M-884,Day-20,0
M-885,Day-01,0
M-885,Day-02,0
M-885,Day-03,0
M-885,Day-04,0
M-885,Day-05,0
M-885,Day-06,0
M-885,Day-07,0
M-885,Day-08,0
M-885,Day-09,0
M-885,Day-10,0
M-885,Day-11,0
M-885,Day-12,0
M-885,Day-13,2
M-885,Day-14,8
M-885,Day-15,16
M-885,Day-16,23
M-885,Day-17,25
M-885,Day-18,16
M-885,Day-19,6
M-885,Day-20,1
M-886,Day-01,0
M-886,Day-02,0
M-886,Day-03,0
M-886,Day-04,0
M-886,Day-05,0
M-886,Day-06,0
M-886,Day-07,0
M-886,Day-08,2
M-886,Day-09,14
M-886,Day-10,31
M-886,Day-11,36
M-886,Day-12,13
M-886,Day-13,2
M-886,Day-14,0
M-886,Day-15,0
M-886,Day-16,0
M-886,Day-17,0
M-886,Day-18,0
M-886,Day-19,0
M-886,Day-20,0
M-887,Day-01,0
M-887,Day-02,0
M-887,Day-03,0
M-887,Day-04,1
M-887,Day-05,3
M-887,Day-06,12
M-887,Day-07,33
M-887,Day-08,27
M-887,Day-09,15
M-887,Day-10,5
M-887,Day-11,1
M-887,Day-12,0
M-887,Day-13,0
M-887,Day-14,0
M-887,Day-15,0
M-887,Day-16,0
M-887,Day-17,0
M-887,Day-18,0
M-887,Day-19,0
M-887,Day-20,0
M-888,Day-01,0
M-888,Day-02,0
M-888,Day-03,0
M-888,Day-04,0
M-888,Day-05,0
M-888,Day-06,2
M-888,Day-07,50
M-888,Day-08,44
M-888,Day-09,2
M-888,Day-10,0
M-888,Day-11,0
M-888,Day-12,0
M-888,Day-13,0
M-888,Day-14,0
M-888,Day-15,0
M-888,Day-16,0
M-888,Day-17,0
M-888,Day-18,0
M-888,Day-19,0
M-888,Day-20,0
M-889,Day-01,0
M-889,Day-02,0
M-889,Day-03,0
M-889,Day-04,0
M-889,Day-05,0
M-889,Day-06,0
M-889,Day-07,0
M-889,Day-08,0
M-889,Day-09,0
M-889,Day-10,0
M-889,Day-11,0
M-889,Day-12,1
M-889,Day-13,7
M-889,Day-14,16
M-889,Day-15,26
M-889,Day-16,23
M-889,Day-17,16
M-889,Day-18,6
M-889,Day-19,1
M-889,Day-20,0
M-890,Day-01,0
M-890,Day-02,0
M-890,Day-03,0
M-890,Day-04,0
M-890,Day-05,0
M-890,Day-06,0
M-890,Day-07,0
M-890,Day-08,0
M-890,Day-09,3
M-890,Day-10,15
M-890,Day-11,29
M-890,Day-12,29
M-890,Day-13,16
M-890,Day-14,4
M-890,Day-15,0
M-890,Day-16,0
M-890,Day-17,0
M-890,Day-18,0
M-890,Day-19,0
M-890,Day-20,0
M-891,Day-01,0
M-891,Day-02,0
M-891,Day-03,0
M-891,Day-04,0
M-891,Day-05,0
M-891,Day-06,0
M-891,Day-07,0
M-891,Day-08,0
M-891,Day-09,0
M-891,Day-10,0
M-891,Day-11,0
M-891,Day-12,0
M-891,Day-13,0
M-891,Day-14,0
M-891,Day-15,0
M-891,Day-16,0
M-891,Day-17,2
M-891,Day-18,48
M-891,Day-19,47
M-891,Day-20,1
M-892,Day-01,0
M-892,Day-02,0
M-892,Day-03,0
M-892,Day-04,0
M-892,Day-05,0
M-892,Day-06,0
M-892,Day-07,0
M-892,Day-08,0
M-892,Day-09,0
M-892,Day-10,1
M-892,Day-11,12
M-892,Day-12,34
M-892,Day-13,33
M-892,Day-14,15
M-892,Day-15,2
M-892,Day-16,0
M-892,Day-17,0
M-892,Day-18,0
M-892,Day-19,0
M-892,Day-20,0
M-893,Day-01,0
M-893,Day-02,0
M-893,Day-03,0
M-893,Day-04,0
M-893,Day-05,0
M-893,Day-06,10
M-893,Day-07,41
M-893,Day-08,39
M-893,Day-09,8
M-893,Day-10,0
M-893,Day-11,0
M-893,Day-12,0
M-893,Day-13,0
M-893,Day-14,0
M-893,Day-15,0
M-893,Day-16,0
M-893,Day-17,0
M-893,Day-18,0
M-893,Day-19,0
M-893,Day-20,0
M-894,Day-01,0
M-894,Day-02,0
M-894,Day-03,0
M-894,Day-04,0
M-894,Day-05,0
M-894,Day-06,0
M-894,Day-07,0
M-894,Day-08,1
M-894,Day-09,7
M-894,Day-10,15
M-894,Day-11,26
M-894,Day-12,23
M-894,Day-13,16
M-894,Day-14,6
M-894,Day-15,2
M-894,Day-16,0
M-894,Day-17,0
M-894,Day-18,0
M-894,Day-19,0
M-894,Day-20,0
M-895,Day-01,0
M-895,Day-02,0
M-895,Day-03,0
M-895,Day-04,0
M-895,Day-05,0
M-895,Day-06,0
M-895,Day-07,0
M-895,Day-08,0
M-895,Day-09,0
M-895,Day-10,0
M-895,Day-11,0
M-895,Day-12,0
M-895,Day-13,0
M-895,Day-14,0
M-895,Day-15,0
M-895,Day-16,0
M-895,Day-17,0
M-895,Day-18,2
M-895,Day-19,48
M-895,Day-20,48
M-896,Day-01,0
M-896,Day-02,0
M-896,Day-03,0
M-896,Day-04,0
M-896,Day-05,0
M-896,Day-06,0
M-896,Day-07,0
M-896,Day-08,0
M-896,Day-09,0
M-896,Day-10,0
M-896,Day-11,0
