machine,day,production
M-720,Day-15,110
M-720,Day-16,77
M-720,Day-17,99
M-720,Day-18,77
M-720,Day-19,110
M-720,Day-20,92
M-721,Day-01,67
M-721,Day-02,91
M-721,Day-03,86
M-721,Day-04,67
M-721,Day-05,87
M-721,Day-06,86
M-721,Day-07,79
M-721,Day-08,68
M-721,Day-09,96
M-721,Day-10,91
M-721,Day-11,89
M-721,Day-12,95
M-721,Day-13,96
M-721,Day-14,71
M-721,Day-15,89
M-721,Day-16,97
M-721,Day-17,92
M-721,Day-18,67
M-721,Day-19,70
M-721,Day-20,93
M-722,Day-01,109
M-722,Day-02,101
M-722,Day-03,103
M-722,Day-04,87
M-722,Day-05,88
M-722,Day-06,89
M-722,Day-07,102
M-722,Day-08,110
M-722,Day-09,88
M-722,Day-10,105
M-722,Day-11,88
M-722,Day-12,110
M-722,Day-13,84
M-722,Day-14,93
M-722,Day-15,110
M-722,Day-16,104
M-722,Day-17,110
M-722,Day-18,110
M-722,Day-19,110
M-722,Day-20,86
M-723,Day-01,80
M-723,Day-02,69
M-723,Day-03,68
M-723,Day-04,79
M-723,Day-05,69
M-723,Day-06,80
M-723,Day-07,80
M-723,Day-08,70
M-723,Day-09,62
M-723,Day-10,62
M-723,Day-11,80
M-723,Day-12,75
M-723,Day-13,78
M-723,Day-14,80
M-723,Day-15,80
M-723,Day-16,60
M-723,Day-17,69
M-723,Day-18,80
M-723,Day-19,72
M-723,Day-20,63
M-724,Day-01,120
M-724,Day-02,120
M-724,Day-03,120
M-724,Day-04,107
M-724,Day-05,112
M-724,Day-06,120
M-724,Day-07,101
M-724,Day-08,94
M-724,Day-09,120
M-724,Day-10,120
M-724,Day-11,120
M-724,Day-12,120
M-724,Day-13,120
M-724,Day-14,104
M-724,Day-15,95
M-724,Day-16,120
M-724,Day-17,120
M-724,Day-18,114
M-724,Day-19,116
M-724,Day-20,119
M-725,Day-01,68
M-725,Day-02,67
M-725,Day-03,60
M-725,Day-04,53
M-725,Day-05,67
M-725,Day-06,53
M-725,Day-07,49
M-725,Day-08,57
M-725,Day-09,63
M-725,Day-10,73
M-725,Day-11,71
M-725,Day-12,66
M-725,Day-13,54
M-725,Day-14,58
M-725,Day-15,62
M-725,Day-16,51
M-725,Day-17,52
M-725,Day-18,50
M-725,Day-19,63
M-725,Day-20,66
M-726,Day-01,112
M-726,Day-02,95
M-726,Day-03,93
M-726,Day-04,98
M-726,Day-05,82
M-726,Day-06,109
M-726,Day-07,112
M-726,Day-08,100
M-726,Day-09,85
M-726,Day-10,109
M-726,Day-11,106
M-726,Day-12,108
M-726,Day-13,87
M-726,Day-14,94
M-726,Day-15,111
M-726,Day-16,85
M-726,Day-17,90
M-726,Day-18,81
M-726,Day-19,89
M-726,Day-20,86
M-727,Day-01,82
M-727,Day-02,115
M-727,Day-03,104
M-727,Day-04,87
M-727,Day-05,100
M-727,Day-06,106
M-727,Day-07,97
M-727,Day-08,109
M-727,Day-09,80
M-727,Day-10,113
M-727,Day-11,107
M-727,Day-12,108
M-727,Day-13,113
M-727,Day-14,112
M-727,Day-15,116
M-727,Day-16,117
M-727,Day-17,113
M-727,Day-18,116
M-727,Day-19,115
M-727,Day-20,83
M-728,Day-01,60
M-728,Day-02,68
M-728,Day-03,80
M-728,Day-04,79
M-728,Day-05,80
M-728,Day-06,69
M-728,Day-07,80
M-728,Day-08,80
M-728,Day-09,75
M-728,Day-10,66
M-728,Day-11,62
M-728,Day-12,78
M-728,Day-13,64
M-728,Day-14,80
M-728,Day-15,66
M-728,Day-16,66
M-728,Day-17,80
M-728,Day-18,61
M-728,Day-19,67
M-728,Day-20,80
M-729,Day-01,75
M-729,Day-02,87
M-729,Day-03,90
M-729,Day-04,90
M-729,Day-05,84
M-729,Day-06,90
M-729,Day-07,76
M-729,Day-08,82
M-729,Day-09,90
M-729,Day-10,70
M-729,Day-11,74
M-729,Day-12,73
M-729,Day-13,74
M-729,Day-14,83
M-729,Day-15,86
M-729,Day-16,85
M-729,Day-17,78
M-729,Day-18,90
M-729,Day-19,81
M-729,Day-20,90
M-730,Day-01,79
M-730,Day-02,77
M-730,Day-03,75
M-730,Day-04,103
M-730,Day-05,86
M-730,Day-06,73
M-730,Day-07,104
M-730,Day-08,69
M-730,Day-09,82
M-730,Day-10,101
M-730,Day-11,98
M-730,Day-12,102
M-730,Day-13,96
M-730,Day-14,94
M-730,Day-15,95
M-730,Day-16,92
M-730,Day-17,78
M-730,Day-18,102
M-730,Day-19,72
M-730,Day-20,88
M-731,Day-01,68
M-731,Day-02,72
M-731,Day-03,72
M-731,Day-04,62
M-731,Day-05,58
M-731,Day-06,53
M-731,Day-07,55
M-731,Day-08,56
M-731,Day-09,68
M-731,Day-10,63
M-731,Day-11,57
M-731,Day-12,64
M-731,Day-13,61
M-731,Day-14,73
M-731,Day-15,76
M-731,Day-16,70
M-731,Day-17,73
M-731,Day-18,64
M-731,Day-19,59
M-731,Day-20,51
M-732,Day-01,120
M-732,Day-02,101
M-732,Day-03,120
M-732,Day-04,118
M-732,Day-05,120
M-732,Day-06,105
M-732,Day-07,120
M-732,Day-08,120
M-732,Day-09,99
M-732,Day-10,120
M-732,Day-11,112
M-732,Day-12,120
M-732,Day-13,113
M-732,Day-14,115
M-732,Day-15,120
M-732,Day-16,109
M-732,Day-17,108
M-732,Day-18,120
M-732,Day-19,120
M-732,Day-20,120
M-733,Day-01,139
M-733,Day-02,133
M-733,Day-03,137
M-733,Day-04,112
M-733,Day-05,120
M-733,Day-06,128
M-733,Day-07,108
M-733,Day-08,124
M-733,Day-09,140
M-733,Day-10,136
M-733,Day-11,136
M-733,Day-12,137
M-733,Day-13,140
M-733,Day-14,140
M-733,Day-15,140
M-733,Day-16,140
M-733,Day-17,133
M-733,Day-18,140
M-733,Day-19,135
M-733,Day-20,121
M-734,Day-01,138
M-734,Day-02,124
M-734,Day-03,133
M-734,Day-04,140
M-734,Day-05,140
M-734,Day-06,140
M-734,Day-07,140
M-734,Day-08,136
M-734,Day-09,130
M-734,Day-10,119
M-734,Day-11,140
M-734,Day-12,127
M-734,Day-13,140
M-734,Day-14,112
M-734,Day-15,140
M-734,Day-16,140
M-734,Day-17,140
M-734,Day-18,115
M-734,Day-19,140
M-734,Day-20,135
M-735,Day-01,85
M-735,Day-02,75
M-735,Day-03,72
M-735,Day-04,66
M-735,Day-05,60
M-735,Day-06,61
M-735,Day-07,60
M-735,Day-08,58
M-735,Day-09,58
M-735,Day-10,78
M-735,Day-11,75
M-735,Day-12,83
M-735,Day-13,73
M-735,Day-14,62
M-735,Day-15,83
M-735,Day-16,58
M-735,Day-17,57
M-735,Day-18,75
M-735,Day-19,65
M-735,Day-20,63
M-736,Day-01,140
M-736,Day-02,116
M-736,Day-03,140
M-736,Day-04,140
M-736,Day-05,118
M-736,Day-06,108
M-736,Day-07,139
M-736,Day-08,128
M-736,Day-09,136
M-736,Day-10,140
M-736,Day-11,109
M-736,Day-12,127
M-736,Day-13,137
M-736,Day-14,131
M-736,Day-15,122
M-736,Day-16,140
M-736,Day-17,140
M-736,Day-18,140
M-736,Day-19,140
M-736,Day-20,129
M-737,Day-01,98
M-737,Day-02,118
M-737,Day-03,88
M-737,Day-04,120
M-737,Day-05,88
M-737,Day-06,125
M-737,Day-07,100
M-737,Day-08,95
M-737,Day-09,102
M-737,Day-10,99
M-737,Day-11,105
M-737,Day-12,109
M-737,Day-13,104
M-737,Day-14,93
M-737,Day-15,115
M-737,Day-16,126
M-737,Day-17,96
M-737,Day-18,96
M-737,Day-19,95
M-737,Day-20,93
M-738,Day-01,97
M-738,Day-02,92
M-738,Day-03,89
M-738,Day-04,92
M-738,Day-05,97
M-738,Day-06,84
M-738,Day-07,84
M-738,Day-08,93
M-738,Day-09,104
M-738,Day-10,81
M-738,Day-11,91
M-738,Day-12,83
M-738,Day-13,89
M-738,Day-14,94
M-738,Day-15,80
M-738,Day-16,101
M-738,Day-17,91
M-738,Day-18,103
M-738,Day-19,85
M-738,Day-20,108
M-739,Day-01,81
M-739,Day-02,76
M-739,Day-03,90
M-739,Day-04,89
M-739,Day-05,90
M-739,Day-06,90
M-739,Day-07,74
M-739,Day-08,90
M-739,Day-09,90
M-739,Day-10,83
M-739,Day-11,90
M-739,Day-12,80
M-739,Day-13,79
M-739,Day-14,82
M-739,Day-15,73
M-739,Day-16,90
M-739,Day-17,90
M-739,Day-18,72
M-739,Day-19,89
M-739,Day-20,75
M-740,Day-01,82
M-740,Day-02,74
M-740,Day-03,88
M-740,Day-04,63
M-740,Day-05,88
M-740,Day-06,82
M-740,Day-07,64
M-740,Day-08,74
M-740,Day-09,92
M-740,Day-10,87
M-740,Day-11,65
M-740,Day-12,82
M-740,Day-13,68
M-740,Day-14,83
M-740,Day-15,84
M-740,Day-16,76
M-740,Day-17,74
M-740,Day-18,90
M-740,Day-19,92
M-740,Day-20,69
M-741,Day-01,89
M-741,Day-02,105
M-741,Day-03,113
M-741,Day-04,91
M-741,Day-05,116
M-741,Day-06,107
M-741,Day-07,98
M-741,Day-08,93
M-741,Day-09,100
M-741,Day-10,116
M-741,Day-11,111
M-741,Day-12,82
M-741,Day-13,82
M-741,Day-14,105
M-741,Day-15,83
M-741,Day-16,105
M-741,Day-17,103
M-741,Day-18,97
M-741,Day-19,99
M-741,Day-20,91
M-742,Day-01,98
M-742,Day-02,96
M-742,Day-03,115
M-742,Day-04,77
M-742,Day-05,108
M-742,Day-06,95
M-742,Day-07,82
M-742,Day-08,76
M-742,Day-09,105
M-742,Day-10,107
M-742,Day-11,110
M-742,Day-12,76
M-742,Day-13,78
M-742,Day-14,78
M-742,Day-15,79
M-742,Day-16,108
M-742,Day-17,97
M-742,Day-18,95
M-742,Day-19,102
M-742,Day-20,96
M-743,Day-01,70
M-743,Day-02,81
M-743,Day-03,86
M-743,Day-04,72
M-743,Day-05,90
M-743,Day-06,90
M-743,Day-07,90
M-743,Day-08,90
M-743,Day-09,90
M-743,Day-10,90
M-743,Day-11,85
M-743,Day-12,90
M-743,Day-13,90
M-743,Day-14,90
M-743,Day-15,71
M-743,Day-16,90
M-743,Day-17,74
M-743,Day-18,73
M-743,Day-19,82
M-743,Day-20,90
M-744,Day-01,87
M-744,Day-02,81
M-744,Day-03,82
M-744,Day-04,65
M-744,Day-05,64
M-744,Day-06,93
M-744,Day-07,67
M-744,Day-08,74
M-744,Day-09,89
M-744,Day-10,83
M-744,Day-11,79
M-744,Day-12,82
M-744,Day-13,88
M-744,Day-14,88
M-744,Day-15,96
M-744,Day-16,67
M-744,Day-17,87
M-744,Day-18,85
M-744,Day-19,89
M-744,Day-20,74
M-745,Day-01,135
M-745,Day-02,123
M-745,Day-03,136
M-745,Day-04,94
M-745,Day-05,136
M-745,Day-06,96
M-745,Day-07,93
M-745,Day-08,136
M-745,Day-09,97
M-745,Day-10,132
M-745,Day-11,127
M-745,Day-12,136
M-745,Day-13,116
M-745,Day-14,122
M-745,Day-15,119
M-745,Day-16,103
M-745,Day-17,96
M-745,Day-18,133
M-745,Day-19,137
M-745,Day-20,97
M-746,Day-01,92
M-746,Day-02,83
M-746,Day-03,108
M-746,Day-04,85
M-746,Day-05,107
M-746,Day-06,108
M-746,Day-07,90
M-746,Day-08,118
M-746,Day-09,87
M-746,Day-10,112
M-746,Day-11,85
M-746,Day-12,81
M-746,Day-13,101
M-746,Day-14,93
M-746,Day-15,102
M-746,Day-16,106
M-746,Day-17,100
M-746,Day-18,83
M-746,Day-19,92
M-746,Day-20,84
M-747,Day-01,115
M-747,Day-02,100
M-747,Day-03,78
M-747,Day-04,80
M-747,Day-05,101
M-747,Day-06,101
M-747,Day-07,89
M-747,Day-08,114
M-747,Day-09,98
M-747,Day-10,111
M-747,Day-11,87
M-747,Day-12,80
M-747,Day-13,92
M-747,Day-14,103
M-747,Day-15,105
M-747,Day-16,94
M-747,Day-17,116
M-747,Day-18,95
M-747,Day-19,112
M-747,Day-20,88
M-748,Day-01,55
M-748,Day-02,66
M-748,Day-03,60
M-748,Day-04,67
M-748,Day-05,59
M-748,Day-06,46
M-748,Day-07,69
M-748,Day-08,64
M-748,Day-09,47
M-748,Day-10,68
M-748,Day-11,66
M-748,Day-12,58
M-748,Day-13,69
M-748,Day-14,46
M-748,Day-15,51
M-748,Day-16,64
M-748,Day-17,51
M-748,Day-18,48
M-748,Day-19,52
M-748,Day-20,66
M-749,Day-01,105
M-749,Day-02,105
M-749,Day-03,96
M-749,Day-04,110
M-749,Day-05,110
M-749,Day-06,103
M-749,Day-07,110
M-749,Day-08,110
M-749,Day-09,86
M-749,Day-10,89
M-749,Day-11,110
M-749,Day-12,110
M-749,Day-13,104
M-749,Day-14,92
M-749,Day-15,108
M-749,Day-16,104
M-749,Day-17,105
M-749,Day-18,110
M-749,Day-19,92
M-749,Day-20,109
M-750,Day-01,86
M-750,Day-02,79
M-750,Day-03,82
M-750,Day-04,76
M-750,Day-05,78
M-750,Day-06,90
M-750,Day-07,90
M-750,Day-08,65
M-750,Day-09,87
M-750,Day-10,90
M-750,Day-11,69
M-750,Day-12,86
M-750,Day-13,78
M-750,Day-14,65
M-750,Day-15,66
M-750,Day-16,86
M-750,Day-17,87
M-750,Day-18,85
M-750,Day-19,64
M-750,Day-20,87
M-751,Day-01,78
M-751,Day-02,89
M-751,Day-03,91
M-751,Day-04,101
M-751,Day-05,109
M-751,Day-06,93
M-751,Day-07,98
M-751,Day-08,94
M-751,Day-09,88
M-751,Day-10,117
M-751,Day-11,87
M-751,Day-12,98
M-751,Day-13,104
M-751,Day-14,92
M-751,Day-15,94
M-751,Day-16,85
M-751,Day-17,114
M-751,Day-18,78
M-751,Day-19,81
M-751,Day-20,109
M-752,Day-01,81
M-752,Day-02,74
M-752,Day-03,65
M-752,Day-04,73
M-752,Day-05,94
M-752,Day-06,79
M-752,Day-07,76
M-752,Day-08,97
M-752,Day-09,74
M-752,Day-10,89
M-752,Day-11,94
M-752,Day-12,93
M-752,Day-13,76
M-752,Day-14,97
M-752,Day-15,90
M-752,Day-16,82
M-752,Day-17,87
M-752,Day-18,86
M-752,Day-19,66
M-752,Day-20,69
M-753,Day-01,77
M-753,Day-02,59
M-753,Day-03,81
M-753,Day-04,83
M-753,Day-05,64
M-753,Day-06,63
M-753,Day-07,68
M-753,Day-08,70
M-753,Day-09,61
M-753,Day-10,66
M-753,Day-11,63
M-753,Day-12,61
M-753,Day-13,72
M-753,Day-14,79
M-753,Day-15,73
M-753,Day-16,72
M-753,Day-17,57
M-753,Day-18,76
M-753,Day-19,80
M-753,Day-20,80
M-754,Day-01,88
M-754,Day-02,65
M-754,Day-03,77
M-754,Day-04,88
M-754,Day-05,82
M-754,Day-06,68
M-754,Day-07,67
M-754,Day-08,72
M-754,Day-09,74
M-754,Day-10,67
M-754,Day-11,61
M-754,Day-12,72
M-754,Day-13,80
M-754,Day-14,83
M-754,Day-15,60
M-754,Day-16,77
M-754,Day-17,62
M-754,Day-18,88
M-754,Day-19,74
M-754,Day-20,75
M-755,Day-01,87
M-755,Day-02,72
M-755,Day-03,87
M-755,Day-04,79
M-755,Day-05,67
M-755,Day-06,85
M-755,Day-07,69
M-755,Day-08,63
M-755,Day-09,63
M-755,Day-10,63
M-755,Day-11,69
M-755,Day-12,77
M-755,Day-13,87
M-755,Day-14,61
M-755,Day-15,69
M-755,Day-16,72
M-755,Day-17,78
M-755,Day-18,83
M-755,Day-19,74
M-755,Day-20,77
M-756,Day-01,108
M-756,Day-02,126
M-756,Day-03,101
M-756,Day-04,130
M-756,Day-05,130
M-756,Day-06,119
M-756,Day-07,126
M-756,Day-08,127
M-756,Day-09,130
M-756,Day-10,130
M-756,Day-11,119
M-756,Day-12,125
M-756,Day-13,113
M-756,Day-14,130
M-756,Day-15,113
M-756,Day-16,112
M-756,Day-17,124
M-756,Day-18,97
M-756,Day-19,122
M-756,Day-20,105
M-757,Day-01,71
M-757,Day-02,69
M-757,Day-03,73
M-757,Day-04,67
M-757,Day-05,70
M-757,Day-06,66
M-757,Day-07,56
M-757,Day-08,54
M-757,Day-09,51
M-757,Day-10,73
M-757,Day-11,58
M-757,Day-12,50
M-757,Day-13,57
M-757,Day-14,58
M-757,Day-15,54
M-757,Day-16,74
M-757,Day-17,68
M-757,Day-18,53
M-757,Day-19,62
M-757,Day-20,50
M-758,Day-01,96
M-758,Day-02,107
M-758,Day-03,83
M-758,Day-04,77
M-758,Day-05,98
M-758,Day-06,88
M-758,Day-07,87
M-758,Day-08,91
M-758,Day-09,102
M-758,Day-10,89
M-758,Day-11,108
M-758,Day-12,95
M-758,Day-13,92
M-758,Day-14,109
M-758,Day-15,104
M-758,Day-16,97
M-758,Day-17,74
M-758,Day-18,111
M-758,Day-19,93
M-758,Day-20,77
M-759,Day-01,113
M-759,Day-02,120
M-759,Day-03,117
M-759,Day-04,120
M-759,Day-05,94
M-759,Day-06,120
M-759,Day-07,118
M-759,Day-08,120
M-759,Day-09,113
M-759,Day-10,116
M-759,Day-11,94
M-759,Day-12,100
M-759,Day-13,120
M-759,Day-14,88
M-759,Day-15,102
M-759,Day-16,95
M-759,Day-17,91
M-759,Day-18,116
M-759,Day-19,103
M-759,Day-20,99
M-760,Day-01,75
M-760,Day-02,61
M-760,Day-03,62
M-760,Day-04,80
M-760,Day-05,58
M-760,Day-06,65
M-760,Day-07,54
M-760,Day-08,55
M-760,Day-09,56
M-760,Day-10,79
M-760,Day-11,72
M-760,Day-12,64
M-760,Day-13,61
M-760,Day-14,74
M-760,Day-15,71
M-760,Day-16,74
M-760,Day-17,61
M-760,Day-18,56
M-760,Day-19,72
M-760,Day-20,64
M-761,Day-01,75
M-761,Day-02,74
M-761,Day-03,82
M-761,Day-04,88
M-761,Day-05,89
M-761,Day-06,66
M-761,Day-07,84
M-761,Day-08,78
M-761,Day-09,83
M-761,Day-10,84
M-761,Day-11,95
M-761,Day-12,73
M-761,Day-13,98
M-761,Day-14,65
M-761,Day-15,94
M-761,Day-16,92
M-761,Day-17,65
M-761,Day-18,76
M-761,Day-19,93
M-761,Day-20,73
M-762,Day-01,126
M-762,Day-02,142
M-762,Day-03,121
M-762,Day-04,102
M-762,Day-05,139
M-762,Day-06,134
M-762,Day-07,103
M-762,Day-08,136
M-762,Day-09,138
M-762,Day-10,115
M-762,Day-11,147
M-762,Day-12,123
M-762,Day-13,125
M-762,Day-14,136
M-762,Day-15,105
M-762,Day-16,107
M-762,Day-17,129
M-762,Day-18,122
M-762,Day-19,135
M-762,Day-20,128
M-763,Day-01,57
M-763,Day-02,54
M-763,Day-03,62
M-763,Day-04,59
M-763,Day-05,62
M-763,Day-06,73
M-763,Day-07,66
M-763,Day-08,72
M-763,Day-09,54
M-763,Day-10,75
M-763,Day-11,71
M-763,Day-12,54
M-763,Day-13,63
M-763,Day-14,69
M-763,Day-15,52
M-763,Day-16,64
M-763,Day-17,67
M-763,Day-18,76
M-763,Day-19,57
M-763,Day-20,51
M-764,Day-01,90
M-764,Day-02,86
M-764,Day-03,87
M-764,Day-04,86
M-764,Day-05,71
M-764,Day-06,74
M-764,Day-07,84
M-764,Day-08,69
M-764,Day-09,90
M-764,Day-10,85
M-764,Day-11,90
M-764,Day-12,90
M-764,Day-13,81
M-764,Day-14,75
M-764,Day-15,81
M-764,Day-16,90
M-764,Day-17,76
M-764,Day-18,67
M-764,Day-19,90
M-764,Day-20,87
M-765,Day-01,70
M-765,Day-02,80
M-765,Day-03,66
M-765,Day-04,76
M-765,Day-05,70
M-765,Day-06,79
M-765,Day-07,65
M-765,Day-08,80
M-765,Day-09,70
M-765,Day-10,67
M-765,Day-11,77
M-765,Day-12,79
M-765,Day-13,77
M-765,Day-14,80
M-765,Day-15,69
M-765,Day-16,65
M-765,Day-17,76
M-765,Day-18,74
M-765,Day-19,76
M-765,Day-20,66
M-766,Day-01,81
M-766,Day-02,82
M-766,Day-03,81
M-766,Day-04,93
M-766,Day-05,99
M-766,Day-06,84
M-766,Day-07,112
M-766,Day-08,92
M-766,Day-09,109
M-766,Day-10,88
M-766,Day-11,99
M-766,Day-12,75
M-766,Day-13,103
M-766,Day-14,80
M-766,Day-15,75
M-766,Day-16,82
M-766,Day-17,109
M-766,Day-18,82
M-766,Day-19,88
M-766,Day-20,86
M-767,Day-01,58
M-767,Day-02,69
M-767,Day-03,72
M-767,Day-04,54
M-767,Day-05,77
M-767,Day-06,75
M-767,Day-07,74
M-767,Day-08,63
M-767,Day-09,65
M-767,Day-10,52
M-767,Day-11,76
M-767,Day-12,61
M-767,Day-13,75
M-767,Day-14,65
M-767,Day-15,58
M-767,Day-16,57
M-767,Day-17,72
M-767,Day-18,73
M-767,Day-19,70
M-767,Day-20,52
M-768,Day-01,100
M-768,Day-02,120
M-768,Day-03,106
M-768,Day-04,105
M-768,Day-05,115
M-768,Day-06,120
M-768,Day-07,96
M-768,Day-08,98
M-768,Day-09,97
M-768,Day-10,120
M-768,Day-11,120
M-768,Day-12,117
M-768,Day-13,94
M-768,Day-14,87
M-768,Day-15,120
M-768,Day-16,100
M-768,Day-17,100
M-768,Day-18,95
M-768,Day-19,117
M-768,Day-20,120
M-769,Day-01,74
M-769,Day-02,80
M-769,Day-03,58
M-769,Day-04,66
M-769,Day-05,58
M-769,Day-06,57
M-769,Day-07,70
M-769,Day-08,73
M-769,Day-09,82
M-769,Day-10,57
M-769,Day-11,64
M-769,Day-12,79
M-769,Day-13,83
M-769,Day-14,67
M-769,Day-15,61
M-769,Day-16,73
M-769,Day-17,86
M-769,Day-18,68
M-769,Day-19,72
M-769,Day-20,68
M-770,Day-01,95
M-770,Day-02,103
M-770,Day-03,96
M-770,Day-04,82
M-770,Day-05,94
M-770,Day-06,69
M-770,Day-07,68
M-770,Day-08,91
M-770,Day-09,72
M-770,Day-10,75
M-770,Day-11,80
M-770,Day-12,84
M-770,Day-13,93
M-770,Day-14,88
M-770,Day-15,84
M-770,Day-16,97
M-770,Day-17,82
M-770,Day-18,92
M-770,Day-19,85
M-770,Day-20,82
M-771,Day-01,92
M-771,Day-02,86
M-771,Day-03,86
M-771,Day-04,86
M-771,Day-05,95
M-771,Day-06,110
M-771,Day-07,89
M-771,Day-08,108
M-771,Day-09,92
M-771,Day-10,92
M-771,Day-11,87
M-771,Day-12,110
M-771,Day-13,97
M-771,Day-14,88
M-771,Day-15,105
M-771,Day-16,110
M-771,Day-17,85
M-771,Day-18,95
M-771,Day-19,91
M-771,Day-20,97
M-772,Day-01,100
M-772,Day-02,72
M-772,Day-03,97
M-772,Day-04,83
M-772,Day-05,76
M-772,Day-06,96
M-772,Day-07,94
M-772,Day-08,76
M-772,Day-09,71
M-772,Day-10,87
M-772,Day-11,71
M-772,Day-12,91
M-772,Day-13,77
M-772,Day-14,91
M-772,Day-15,70
M-772,Day-16,77
M-772,Day-17,80
M-772,Day-18,100
M-772,Day-19,84
M-772,Day-20,95
M-773,Day-01,108
M-773,Day-02,103
M-773,Day-03,108
M-773,Day-04,98
M-773,Day-05,103
M-773,Day-06,105
M-773,Day-07,92
M-773,Day-08,90
M-773,Day-09,105
M-773,Day-10,100
M-773,Day-11,129
M-773,Day-12,115
M-773,Day-13,109
M-773,Day-14,129
M-773,Day-15,87
M-773,Day-16,120
M-773,Day-17,116
M-773,Day-18,101
M-773,Day-19,115
M-773,Day-20,114
M-774,Day-01,96
M-774,Day-02,119
M-774,Day-03,115
M-774,Day-04,103
M-774,Day-05,135
M-774,Day-06,122
M-774,Day-07,123
M-774,Day-08,96
M-774,Day-09,140
M-774,Day-10,109
M-774,Day-11,111
M-774,Day-12,109
M-774,Day-13,121
M-774,Day-14,98
M-774,Day-15,110
M-774,Day-16,116
M-774,Day-17,108
M-774,Day-18,132
M-774,Day-19,96
M-774,Day-20,134
M-775,Day-01,76
M-775,Day-02,80
M-775,Day-03,80
M-775,Day-04,80
M-775,Day-05,80
M-775,Day-06,76
M-775,Day-07,77
M-775,Day-08,80
M-775,Day-09,69
M-775,Day-10,71
M-775,Day-11,80
M-775,Day-12,80
M-775,Day-13,73
M-775,Day-14,80
M-775,Day-15,66
M-775,Day-16,80
M-775,Day-17,71
M-775,Day-18,80
M-775,Day-19,80
M-775,Day-20,64
M-776,Day-01,94
M-776,Day-02,87
M-776,Day-03,92
M-776,Day-04,81
M-776,Day-05,110
M-776,Day-06,86
M-776,Day-07,89
M-776,Day-08,110
M-776,Day-09,93
M-776,Day-10,110
M-776,Day-11,107
M-776,Day-12,110
M-776,Day-13,99
M-776,Day-14,110
M-776,Day-15,101
M-776,Day-16,110
M-776,Day-17,107
M-776,Day-18,100
M-776,Day-19,91
M-776,Day-20,104
M-777,Day-01,118
M-777,Day-02,118
M-777,Day-03,87
M-777,Day-04,92
M-777,Day-05,108
M-777,Day-06,115
M-777,Day-07,117
M-777,Day-08,119
M-777,Day-09,93
M-777,Day-10,115
M-777,Day-11,89
M-777,Day-12,101
M-777,Day-13,92
M-777,Day-14,98
M-777,Day-15,120
M-777,Day-16,84
M-777,Day-17,88
M-777,Day-18,101
M-777,Day-19,87
M-777,Day-20,100
M-778,Day-01,112
M-778,Day-02,91
M-778,Day-03,80
M-778,Day-04,116
M-778,Day-05,106
M-778,Day-06,92
M-778,Day-07,85
M-778,Day-08,90
M-778,Day-09,91
M-778,Day-10,92
M-778,Day-11,115
M-778,Day-12,87
M-778,Day-13,94
M-778,Day-14,102
M-778,Day-15,80
M-778,Day-16,83
M-778,Day-17,99
M-778,Day-18,86
M-778,Day-19,97
M-778,Day-20,119
M-779,Day-01,106
M-779,Day-02,90
M-779,Day-03,92
M-779,Day-04,114
M-779,Day-05,80
M-779,Day-06,95
M-779,Day-07,96
M-779,Day-08,84
M-779,Day-09,79
M-779,Day-10,107
M-779,Day-11,93
M-779,Day-12,105
M-779,Day-13,108
M-779,Day-14,79
M-779,Day-15,90
M-779,Day-16,93
M-779,Day-17,84
M-779,Day-18,91
M-779,Day-19,91
M-779,Day-20,99
M-780,Day-01,105
M-780,Day-02,97
M-780,Day-03,96
M-780,Day-04,95
M-780,Day-05,89
M-780,Day-06,83
M-780,Day-07,88
M-780,Day-08,100
M-780,Day-09,110
M-780,Day-10,90
M-780,Day-11,108
M-780,Day-12,82
M-780,Day-13,109
M-780,Day-14,110
M-780,Day-15,107
M-780,Day-16,97
M-780,Day-17,107
M-780,Day-18,89
M-780,Day-19,101
M-780,Day-20,110
M-781,Day-01,65
M-781,Day-02,70
M-781,Day-03,90
M-781,Day-04,72
M-781,Day-05,71
M-781,Day-06,90
M-781,Day-07,64
M-781,Day-08,90
M-781,Day-09,74
M-781,Day-10,71
M-781,Day-11,79
M-781,Day-12,75
M-781,Day-13,68
M-781,Day-14,75
M-781,Day-15,88
M-781,Day-16,71
M-781,Day-17,84
M-781,Day-18,79
M-781,Day-19,75
M-781,Day-20,64
M-782,Day-01,86
M-782,Day-02,90
M-782,Day-03,83
M-782,Day-04,90
M-782,Day-05,90
M-782,Day-06,87
M-782,Day-07,72
M-782,Day-08,80
M-782,Day-09,78
M-782,Day-10,78
M-782,Day-11,86
M-782,Day-12,76
M-782,Day-13,77
M-782,Day-14,68
M-782,Day-15,79
M-782,Day-16,73
M-782,Day-17,85
M-782,Day-18,73
M-782,Day-19,77
M-782,Day-20,90
M-783,Day-01,68
M-783,Day-02,90
M-783,Day-03,70
M-783,Day-04,81
M-783,Day-05,71
M-783,Day-06,62
M-783,Day-07,81
M-783,Day-08,76
M-783,Day-09,92
M-783,Day-10,88
M-783,Day-11,77
M-783,Day-12,87
M-783,Day-13,63
M-783,Day-14,74
M-783,Day-15,61
M-783,Day-16,76
M-783,Day-17,87
M-783,Day-18,86
M-783,Day-19,67
M-783,Day-20,89
M-784,Day-01,104
M-784,Day-02,96
M-784,Day-03,80
M-784,Day-04,106
M-784,Day-05,89
M-784,Day-06,92
